t, ir, imu 
93.44000, 241.00000, 22050.00000
93.49000, 240.00000, 22130.00000
93.54000, 241.00000, 22160.00000
93.59000, 240.00000, 21992.00000
93.64000, 243.00000, 22082.00000
93.69000, 243.00000, 22138.00000
93.74000, 241.00000, 22202.00000
93.79000, 241.00000, 22122.00000
93.84000, 243.00000, 22102.00000
93.89000, 243.00000, 22074.00000
93.94000, 243.00000, 22104.00000
93.99000, 243.00000, 22196.00000
94.04000, 242.00000, 22110.00000
94.09000, 241.00000, 22142.00000
94.14000, 240.00000, 22092.00000
94.19000, 243.00000, 22286.00000
94.24000, 243.00000, 22220.00000
94.29000, 241.00000, 22086.00000
94.34000, 241.00000, 22246.00000
94.39000, 242.00000, 22074.00000
94.44000, 247.00000, 22092.00000
94.49000, 244.00000, 22076.00000
94.54000, 248.00000, 22140.00000
94.59000, 240.00000, 22116.00000
94.64000, 252.00000, 21902.00000
94.69000, 246.00000, 19858.00000
94.74000, 229.00000, 23444.00000
94.79000, 226.00000, 21342.00000
94.84000, 247.00000, 22836.00000
94.89000, 245.00000, 25228.00000
94.94000, 246.00000, 30896.00000
94.99000, 218.00000, 28622.00000
95.04000, 246.00000, 26172.00000
95.09000, 246.00000, 18460.00000
95.14000, 243.00000, 14838.00000
95.19000, 226.00000, 16686.00000
95.24000, 242.00000, 19516.00000
95.29000, 246.00000, 26216.00000
95.34000, 234.00000, 24440.00000
95.39000, 239.00000, 24910.00000
95.44000, 248.00000, 23584.00000
95.49000, 247.00000, 23994.00000
95.54000, 245.00000, 24086.00000
95.59000, 224.00000, 23358.00000
95.64000, 242.00000, 23350.00000
95.69000, 248.00000, 23410.00000
95.74000, 247.00000, 23720.00000
95.79000, 221.00000, 24312.00000
95.84000, 245.00000, 23722.00000
95.89000, 236.00000, 24666.00000
95.94000, 242.00000, 25684.00000
95.99000, 218.00000, 24646.00000
96.04000, 242.00000, 21270.00000
96.09000, 243.00000, 16604.00000
96.14000, 241.00000, 17688.00000
96.19000, 220.00000, 18162.00000
96.24000, 242.00000, 21274.00000
96.29000, 223.00000, 25128.00000
96.34000, 240.00000, 24426.00000
96.39000, 234.00000, 23754.00000
96.44000, 226.00000, 24714.00000
96.49000, 228.00000, 26170.00000
96.54000, 240.00000, 25056.00000
96.59000, 213.00000, 24140.00000
96.64000, 239.00000, 23868.00000
96.69000, 237.00000, 23398.00000
